Job ID,Job Title,Department,Location,Open Date,Close Date,Applications Received,Interviews Conducted,Offers Extended,Offers Accepted,Cost-per-Hire,Source,Status,Candidate Name,Hiring Manager
JOB-204,Data Scientist,Engineering,San Francisco,2024-05-30,2024-07-03,197,37,20,18,9370.85,Referral,Filled,Candidate-204,Jane Doe
JOB-205,Product Manager,Data,Sydney,2024-06-17,2024-07-30,80,2,2,2,13315.99,Job Board,Filled,Candidate-205,Taylor Davis
JOB-206,Marketing Manager,HR,Tokyo,2024-05-22,,98,13,12,8,5462.28,Company Website,Filled,Candidate-206,Chris Lee
JOB-207,Data Scientist,Product,Berlin,2023-07-08,2023-09-11,71,14,3,2,13005.58,Job Board,Filled,Candidate-207,Chris Lee
JOB-208,Software Engineer,Sales,Berlin,2024-03-02,2024-03-24,109,8,4,1,5623.68,LinkedIn,Filled,Candidate-208,Chris Lee
JOB-209,Product Manager,Engineering,Tokyo,2023-07-15,,106,20,19,1,13230.69,Job Board,Filled,Candidate-209,Morgan Brown
JOB-210,Marketing Manager,Marketing,Tokyo,2023-08-11,2023-09-27,87,1,0,0,0.0,LinkedIn,Filled,,Chris Lee
JOB-211,Data Scientist,Marketing,Tokyo,2024-12-21,2025-01-25,151,11,4,3,7527.51,Referral,Filled,Candidate-211,Alex Johnson
JOB-212,Product Manager,Product,Tokyo,2024-05-24,2024-07-28,91,7,5,2,6795.02,Recruiter,Filled,Candidate-212,Jane Doe
JOB-213,Marketing Manager,Data,New York,2023-09-25,2023-12-13,158,24,13,4,3133.76,Referral,Filled,Candidate-213,Jane Doe
JOB-214,HR Manager,Sales,San Francisco,2024-05-26,2024-07-13,75,13,13,7,14531.12,Company Website,Filled,Candidate-214,Chris Lee
JOB-215,Data Scientist,Marketing,London,2023-06-23,,149,16,5,4,14864.53,LinkedIn,Filled,Candidate-215,Morgan Brown
JOB-216,Software Engineer,Engineering,Sydney,2023-02-19,2023-04-17,45,4,0,0,0.0,LinkedIn,Open,,Morgan Brown
JOB-217,HR Manager,Product,New York,2024-09-24,2024-12-16,133,22,15,0,0.0,LinkedIn,Filled,,Morgan Brown
JOB-218,HR Manager,Engineering,New York,2024-06-26,2024-09-07,83,1,1,0,0.0,LinkedIn,Open,,Morgan Brown
JOB-219,Data Scientist,Data,San Francisco,2024-09-26,2024-11-15,78,13,6,0,0.0,Referral,Closed,,Chris Lee
JOB-220,Sales Executive,Data,Sydney,2023-08-20,2023-09-04,177,3,0,0,0.0,Company Website,Closed,,Morgan Brown
JOB-221,HR Manager,Engineering,Sydney,2023-01-10,2023-01-25,137,14,10,5,8921.99,LinkedIn,Filled,Candidate-221,Morgan Brown
JOB-222,Software Engineer,Data,San Francisco,2024-12-09,2025-02-12,79,1,0,0,0.0,Recruiter,Filled,,Taylor Davis
JOB-223,Software Engineer,Data,London,2023-01-17,2023-04-07,46,7,1,1,3274.3,Job Board,Filled,Candidate-223,Morgan Brown
JOB-224,HR Manager,Marketing,Tokyo,2023-12-06,2023-12-28,186,6,4,2,1751.75,Company Website,Filled,Candidate-224,Jane Doe
JOB-225,Software Engineer,Product,Tokyo,2024-09-20,2024-11-14,93,1,1,1,7868.45,Referral,Filled,Candidate-225,Morgan Brown
JOB-226,HR Manager,HR,San Francisco,2024-11-27,2025-01-19,31,5,2,0,0.0,LinkedIn,Open,,Alex Johnson
JOB-227,Data Scientist,HR,Sydney,2024-10-11,,109,11,5,0,0.0,LinkedIn,Open,,Alex Johnson
JOB-228,HR Manager,Product,London,2023-04-15,,57,7,7,6,2446.1,LinkedIn,Filled,Candidate-228,Alex Johnson
JOB-229,Sales Executive,Engineering,Tokyo,2024-09-04,2024-10-28,13,2,1,1,11908.37,Recruiter,Filled,Candidate-229,Jane Doe
JOB-230,Sales Executive,Sales,San Francisco,2024-12-02,2024-12-24,78,5,2,1,3043.09,Job Board,Filled,Candidate-230,Chris Lee
JOB-231,Product Manager,HR,London,2024-05-10,2024-06-30,74,4,3,1,7410.06,Job Board,Filled,Candidate-231,Alex Johnson
JOB-232,Software Engineer,HR,London,2024-09-27,2024-11-13,122,11,6,6,12529.49,Recruiter,Filled,Candidate-232,Jane Doe
JOB-233,Product Manager,Product,Tokyo,2024-12-12,2025-01-26,55,7,5,2,11288.24,Company Website,Filled,Candidate-233,Morgan Brown
JOB-234,Data Scientist,Product,Berlin,2023-10-15,2023-12-09,103,4,4,1,9291.18,Recruiter,Filled,Candidate-234,Jane Doe
JOB-235,Marketing Manager,Sales,New York,2024-04-17,2024-05-18,122,10,1,1,10421.69,Job Board,Filled,Candidate-235,Taylor Davis
JOB-236,Product Manager,Data,London,2024-11-05,,118,13,1,1,14869.81,Company Website,Filled,Candidate-236,Morgan Brown
JOB-237,HR Manager,Sales,Tokyo,2024-12-09,2024-12-18,102,18,2,0,0.0,Job Board,Filled,,Taylor Davis
JOB-238,Product Manager,Data,Sydney,2024-09-19,,175,26,24,10,14520.03,Company Website,Filled,Candidate-238,John Smith
JOB-239,Software Engineer,Engineering,London,2023-08-16,2023-10-26,152,19,18,7,7240.9,Company Website,Filled,Candidate-239,Chris Lee
JOB-240,Marketing Manager,Sales,Sydney,2024-05-27,,16,2,0,0,0.0,Company Website,Open,,John Smith
JOB-241,Marketing Manager,Data,London,2023-11-16,2023-12-17,143,16,11,7,2366.72,Company Website,Filled,Candidate-241,Alex Johnson
JOB-242,Software Engineer,Product,New York,2024-12-28,,97,4,1,0,0.0,Recruiter,Open,,Morgan Brown
JOB-243,Data Scientist,Product,Tokyo,2024-03-12,2024-04-15,113,21,5,1,9966.7,Company Website,Filled,Candidate-243,Chris Lee
JOB-244,Software Engineer,Marketing,Tokyo,2023-07-22,2023-09-19,109,1,0,0,0.0,Referral,Filled,,John Smith
JOB-245,Sales Executive,Engineering,Tokyo,2023-07-11,2023-08-10,127,4,2,2,13076.91,Recruiter,Filled,Candidate-245,Taylor Davis
JOB-246,Product Manager,Sales,Berlin,2024-09-17,2024-10-06,99,12,7,2,12392.34,Referral,Filled,Candidate-246,Morgan Brown
JOB-247,Sales Executive,Engineering,Sydney,2023-05-18,2023-06-22,88,4,1,1,10708.11,Recruiter,Filled,Candidate-247,Chris Lee
JOB-248,HR Manager,Sales,San Francisco,2024-08-11,2024-09-08,134,21,17,5,8768.78,Company Website,Filled,Candidate-248,Alex Johnson
JOB-249,Data Scientist,Data,London,2024-04-06,2024-05-26,12,2,0,0,0.0,Company Website,Filled,,Morgan Brown
JOB-250,Marketing Manager,HR,Berlin,2024-12-02,2025-02-01,135,6,0,0,0.0,Job Board,Closed,,John Smith
JOB-251,Product Manager,Data,Tokyo,2023-10-23,,127,19,15,3,9018.0,Referral,Filled,Candidate-251,Morgan Brown
JOB-252,Product Manager,Sales,New York,2024-03-27,2024-05-25,36,6,6,5,11518.84,Referral,Filled,Candidate-252,John Smith
JOB-253,HR Manager,Product,London,2023-03-31,2023-04-20,70,4,4,2,13054.68,Recruiter,Filled,Candidate-253,Taylor Davis
JOB-254,HR Manager,Data,Tokyo,2023-05-23,2023-06-23,25,5,2,2,4935.19,Recruiter,Filled,Candidate-254,Jane Doe
JOB-255,Product Manager,Marketing,London,2023-10-24,2024-01-02,183,7,2,1,13862.76,Referral,Filled,Candidate-255,Taylor Davis
JOB-256,Data Scientist,Marketing,San Francisco,2023-09-13,,92,8,6,3,2990.4,Referral,Filled,Candidate-256,Taylor Davis
JOB-257,HR Manager,HR,Berlin,2023-03-19,2023-04-04,113,17,8,5,7365.74,Company Website,Filled,Candidate-257,Alex Johnson
JOB-258,Sales Executive,Engineering,Sydney,2023-04-06,2023-06-08,172,23,2,2,6568.02,Company Website,Filled,Candidate-258,Jane Doe
JOB-259,HR Manager,Product,London,2023-10-18,2024-01-04,43,8,5,5,11671.56,LinkedIn,Filled,Candidate-259,John Smith
JOB-260,Marketing Manager,HR,New York,2023-05-08,2023-06-02,122,15,0,0,0.0,Job Board,Filled,,Jane Doe
JOB-261,Marketing Manager,Product,San Francisco,2023-10-08,,102,9,1,1,10303.12,Job Board,Filled,Candidate-261,John Smith
JOB-262,HR Manager,Marketing,London,2024-12-17,2025-02-14,177,6,5,0,0.0,LinkedIn,Open,,Chris Lee
JOB-263,Software Engineer,Data,Tokyo,2023-08-20,2023-10-20,12,1,1,0,0.0,Company Website,Filled,,Jane Doe
JOB-264,HR Manager,Engineering,San Francisco,2024-01-28,,36,1,1,1,13333.85,Job Board,Filled,Candidate-264,Chris Lee
JOB-265,Data Scientist,Marketing,Sydney,2023-05-27,,154,1,0,0,0.0,Referral,Filled,,Jane Doe
JOB-266,Marketing Manager,Marketing,San Francisco,2024-02-26,2024-04-27,65,2,0,0,0.0,LinkedIn,Filled,,Taylor Davis
JOB-267,HR Manager,Product,Berlin,2023-11-19,2023-12-25,80,3,1,1,11905.58,LinkedIn,Filled,Candidate-267,Taylor Davis
JOB-268,Product Manager,Data,Tokyo,2024-09-13,2024-11-07,85,2,0,0,0.0,Company Website,Open,,Jane Doe
JOB-269,HR Manager,Marketing,Tokyo,2023-03-14,2023-03-20,102,11,2,1,13051.4,Recruiter,Filled,Candidate-269,Chris Lee
JOB-270,Product Manager,Sales,Sydney,2023-06-26,2023-07-10,14,1,0,0,0.0,Job Board,Open,,John Smith
JOB-271,HR Manager,Sales,London,2024-10-05,2024-12-02,118,23,12,1,9967.52,Recruiter,Filled,Candidate-271,Morgan Brown
JOB-272,Data Scientist,Product,New York,2023-11-14,,62,3,2,1,9210.12,LinkedIn,Filled,Candidate-272,Alex Johnson
JOB-273,Marketing Manager,HR,Sydney,2023-09-02,,32,4,0,0,0.0,Recruiter,Filled,,John Smith
JOB-274,Product Manager,Marketing,Sydney,2024-11-04,2024-11-24,13,1,0,0,0.0,Company Website,Closed,,Morgan Brown
JOB-275,Sales Executive,Marketing,London,2023-06-20,2023-07-29,197,8,0,0,0.0,Company Website,Closed,,Morgan Brown
JOB-276,Software Engineer,Product,Sydney,2024-08-13,2024-10-20,126,17,11,0,0.0,Company Website,Filled,,Jane Doe
JOB-277,Product Manager,Data,London,2023-04-16,2023-05-05,68,12,8,0,0.0,LinkedIn,Open,,Jane Doe
JOB-278,Software Engineer,HR,London,2024-01-28,2024-02-24,19,3,3,1,5505.23,Company Website,Filled,Candidate-278,Taylor Davis
JOB-279,Product Manager,Product,New York,2024-08-08,2024-10-16,182,4,1,0,0.0,Recruiter,Open,,Chris Lee
JOB-280,Software Engineer,HR,London,2023-11-15,2024-01-29,126,1,1,0,0.0,Referral,Filled,,Alex Johnson
JOB-281,Marketing Manager,Sales,San Francisco,2024-04-20,2024-06-27,60,12,8,3,3107.93,Company Website,Filled,Candidate-281,John Smith
JOB-282,Data Scientist,Sales,London,2024-10-13,2024-10-19,95,1,1,1,2455.29,Recruiter,Filled,Candidate-282,Jane Doe
JOB-283,HR Manager,HR,New York,2023-05-26,2023-06-11,21,2,2,1,10811.86,Referral,Filled,Candidate-283,Chris Lee
JOB-284,Marketing Manager,Engineering,Tokyo,2023-04-08,2023-07-03,110,3,0,0,0.0,Job Board,Open,,Alex Johnson
JOB-285,Product Manager,Product,Berlin,2024-12-18,2025-02-02,91,15,8,3,2045.62,Job Board,Filled,Candidate-285,Jane Doe
JOB-286,Sales Executive,Engineering,San Francisco,2023-04-19,,129,11,6,0,0.0,Recruiter,Closed,,Jane Doe
JOB-287,HR Manager,Product,Berlin,2023-09-29,2023-10-15,50,5,5,5,9446.23,Job Board,Filled,Candidate-287,Alex Johnson
JOB-288,Data Scientist,Engineering,Sydney,2023-09-12,2023-11-06,141,2,2,1,4642.34,Job Board,Filled,Candidate-288,John Smith
JOB-289,HR Manager,HR,Tokyo,2024-07-17,2024-09-19,36,7,2,0,0.0,LinkedIn,Open,,Jane Doe
JOB-290,Data Scientist,Data,Berlin,2024-01-17,2024-04-13,31,5,4,2,13844.0,LinkedIn,Filled,Candidate-290,John Smith
JOB-291,Software Engineer,Data,Sydney,2024-03-30,2024-04-15,94,4,0,0,0.0,LinkedIn,Open,,Morgan Brown
JOB-292,HR Manager,Marketing,Berlin,2024-05-23,,184,28,5,2,4006.03,Job Board,Filled,Candidate-292,Alex Johnson
JOB-293,Product Manager,HR,San Francisco,2023-02-05,2023-04-29,72,11,4,3,6767.89,Recruiter,Filled,Candidate-293,Chris Lee
JOB-294,Software Engineer,Engineering,London,2024-01-28,,61,11,8,3,9830.56,Recruiter,Filled,Candidate-294,John Smith
JOB-295,HR Manager,Marketing,London,2024-05-06,2024-07-12,98,19,16,10,6437.34,Job Board,Filled,Candidate-295,John Smith
JOB-296,Product Manager,Sales,San Francisco,2023-01-31,2023-03-12,24,4,4,2,11735.79,Job Board,Filled,Candidate-296,Jane Doe
JOB-297,Software Engineer,Data,Sydney,2023-09-04,2023-09-16,66,10,6,2,14092.88,Job Board,Filled,Candidate-297,Jane Doe
JOB-298,Data Scientist,Sales,London,2024-12-15,2025-03-05,17,3,2,2,8890.49,Recruiter,Filled,Candidate-298,Jane Doe
JOB-299,HR Manager,Sales,London,2023-06-29,2023-07-15,24,2,2,0,0.0,LinkedIn,Filled,,Chris Lee
JOB-300,Software Engineer,Product,Tokyo,2023-07-26,2023-09-12,193,12,12,5,1833.78,Job Board,Filled,Candidate-300,Morgan Brown
JOB-301,Marketing Manager,Data,New York,2024-06-22,2024-07-06,105,13,9,1,5711.85,Referral,Filled,Candidate-301,Jane Doe
JOB-302,Data Scientist,Marketing,Berlin,2024-10-16,2025-01-12,91,6,5,4,10709.85,Recruiter,Filled,Candidate-302,Alex Johnson
JOB-303,Data Scientist,Marketing,Tokyo,2023-06-29,2023-08-10,42,3,0,0,0.0,Recruiter,Open,,Jane Doe
JOB-304,Sales Executive,Product,Tokyo,2023-08-15,2023-09-02,137,5,2,2,2089.29,Referral,Filled,Candidate-304,Alex Johnson
JOB-305,Data Scientist,Marketing,New York,2024-12-26,2025-02-11,124,1,1,0,0.0,Job Board,Filled,,John Smith
JOB-306,Product Manager,Product,New York,2023-01-02,,122,24,13,2,13383.73,Company Website,Filled,Candidate-306,Chris Lee
JOB-307,Product Manager,Sales,Berlin,2023-04-14,2023-07-01,176,15,5,3,2031.93,LinkedIn,Filled,Candidate-307,Alex Johnson
JOB-308,Software Engineer,Product,London,2023-04-18,,53,7,2,2,2050.03,LinkedIn,Filled,Candidate-308,Alex Johnson
JOB-309,Sales Executive,Sales,Berlin,2024-12-22,,177,11,9,6,3199.45,LinkedIn,Filled,Candidate-309,Alex Johnson
JOB-310,Data Scientist,Data,Berlin,2024-12-14,2025-02-26,77,11,4,2,4325.68,LinkedIn,Filled,Candidate-310,Chris Lee
JOB-311,Sales Executive,Sales,Berlin,2023-06-07,,10,2,0,0,0.0,Recruiter,Closed,,Jane Doe
JOB-312,Software Engineer,Engineering,San Francisco,2023-06-24,2023-07-09,131,4,2,1,7593.22,Referral,Filled,Candidate-312,John Smith
JOB-313,Marketing Manager,Sales,Berlin,2023-07-09,2023-08-31,104,6,3,0,0.0,Referral,Closed,,Chris Lee
JOB-314,Product Manager,Data,London,2024-07-31,,188,7,1,1,12314.52,Company Website,Filled,Candidate-314,Morgan Brown
JOB-315,Data Scientist,Sales,New York,2024-02-01,2024-03-30,147,22,15,7,7667.67,LinkedIn,Filled,Candidate-315,Chris Lee
JOB-316,Marketing Manager,Engineering,Tokyo,2024-08-07,2024-10-24,183,10,1,1,3420.31,Job Board,Filled,Candidate-316,Jane Doe
JOB-317,Data Scientist,Data,New York,2024-03-09,,184,28,6,6,9781.17,Recruiter,Filled,Candidate-317,Alex Johnson
JOB-318,Product Manager,Marketing,New York,2023-03-31,2023-05-25,151,11,4,4,7414.2,LinkedIn,Filled,Candidate-318,Taylor Davis
JOB-319,Sales Executive,Sales,Tokyo,2024-03-05,,48,3,0,0,0.0,Recruiter,Open,,Alex Johnson
JOB-320,Sales Executive,Product,Berlin,2023-09-28,2023-12-04,156,20,15,1,3410.8,Company Website,Filled,Candidate-320,Jane Doe
JOB-321,Sales Executive,Sales,Sydney,2024-12-11,2025-02-04,94,8,0,0,0.0,Referral,Closed,,John Smith
JOB-322,Product Manager,Product,London,2023-10-15,2023-11-01,68,3,2,2,7203.55,Referral,Filled,Candidate-322,Alex Johnson
JOB-323,Marketing Manager,HR,Tokyo,2024-10-23,,123,7,6,5,7782.44,Recruiter,Filled,Candidate-323,Alex Johnson
JOB-324,Software Engineer,Sales,San Francisco,2023-03-09,2023-05-17,113,5,4,4,1405.27,Job Board,Filled,Candidate-324,Jane Doe
JOB-325,Software Engineer,Data,New York,2024-04-12,,102,7,4,2,12529.09,Recruiter,Filled,Candidate-325,Chris Lee
JOB-326,Marketing Manager,Engineering,Sydney,2023-02-01,2023-04-09,162,29,5,3,9216.32,Referral,Filled,Candidate-326,Alex Johnson
JOB-327,Data Scientist,Product,Sydney,2024-12-06,,17,2,0,0,0.0,Recruiter,Open,,Jane Doe
JOB-328,Marketing Manager,Data,Sydney,2023-07-31,2023-09-26,141,1,0,0,0.0,Job Board,Filled,,Jane Doe
JOB-329,Sales Executive,Engineering,San Francisco,2023-09-16,2023-10-30,192,18,13,6,12922.21,Company Website,Filled,Candidate-329,Alex Johnson
JOB-330,Data Scientist,HR,London,2024-11-24,2025-02-16,111,19,3,0,0.0,Recruiter,Filled,,Alex Johnson
JOB-331,Sales Executive,Marketing,Tokyo,2024-09-15,2024-10-03,133,3,2,1,9968.33,Referral,Filled,Candidate-331,Alex Johnson
JOB-332,Marketing Manager,Marketing,Sydney,2023-11-02,,142,25,7,0,0.0,Recruiter,Closed,,Taylor Davis
JOB-333,Product Manager,Marketing,San Francisco,2023-01-27,2023-03-10,76,15,13,6,6435.85,LinkedIn,Filled,Candidate-333,Morgan Brown
JOB-334,Marketing Manager,Sales,San Francisco,2023-12-18,2024-01-20,185,35,30,29,14169.35,Referral,Filled,Candidate-334,Morgan Brown
JOB-335,Product Manager,Data,Sydney,2024-07-25,,34,4,1,1,11152.61,Recruiter,Filled,Candidate-335,Jane Doe
JOB-336,Marketing Manager,Product,Sydney,2023-04-02,2023-05-05,200,20,13,12,13415.81,Referral,Filled,Candidate-336,Alex Johnson
JOB-337,Sales Executive,Product,Berlin,2023-05-01,2023-07-26,159,19,19,2,7611.08,Job Board,Filled,Candidate-337,Morgan Brown
JOB-338,Software Engineer,Marketing,Berlin,2024-06-26,2024-07-07,48,3,1,1,6728.69,Recruiter,Filled,Candidate-338,Chris Lee
JOB-339,Data Scientist,Product,Sydney,2023-07-04,2023-09-09,95,6,2,2,1812.19,Company Website,Filled,Candidate-339,Alex Johnson
JOB-340,Data Scientist,Data,Tokyo,2023-06-12,2023-06-28,43,7,6,3,7006.36,Company Website,Filled,Candidate-340,Chris Lee
JOB-341,Software Engineer,Engineering,Tokyo,2023-07-24,2023-07-30,92,17,6,0,0.0,LinkedIn,Filled,,Taylor Davis
JOB-342,Data Scientist,Data,Sydney,2023-12-19,2024-01-06,108,17,9,2,1914.02,LinkedIn,Filled,Candidate-342,Alex Johnson
JOB-343,Product Manager,HR,Sydney,2024-06-16,2024-08-03,121,22,4,2,14945.94,Company Website,Filled,Candidate-343,Alex Johnson
JOB-344,Data Scientist,Data,Berlin,2023-01-20,2023-02-10,64,12,0,0,0.0,LinkedIn,Closed,,Taylor Davis
JOB-345,Marketing Manager,Engineering,Berlin,2024-10-17,2024-12-29,169,4,4,0,0.0,LinkedIn,Filled,,John Smith
JOB-346,Software Engineer,Marketing,New York,2024-03-02,2024-03-22,150,9,7,2,3876.93,LinkedIn,Filled,Candidate-346,Alex Johnson
JOB-347,HR Manager,Marketing,New York,2024-11-09,2025-02-01,165,9,6,6,13580.71,Recruiter,Filled,Candidate-347,Taylor Davis
JOB-348,Sales Executive,Engineering,London,2023-04-27,2023-07-04,60,10,3,2,12640.98,Job Board,Filled,Candidate-348,Alex Johnson
JOB-349,Marketing Manager,HR,London,2023-06-14,,137,7,7,5,4283.07,LinkedIn,Filled,Candidate-349,Taylor Davis
JOB-350,Software Engineer,Engineering,Tokyo,2024-11-16,2024-12-02,140,3,0,0,0.0,Job Board,Closed,,Alex Johnson
JOB-351,Product Manager,HR,New York,2023-04-13,2023-04-23,84,12,12,10,5377.9,LinkedIn,Filled,Candidate-351,John Smith
JOB-352,Software Engineer,Engineering,San Francisco,2024-11-10,2024-12-27,101,15,8,1,6216.71,Referral,Filled,Candidate-352,Jane Doe
JOB-353,Software Engineer,HR,Berlin,2024-04-12,2024-06-05,186,31,26,20,13405.73,Job Board,Filled,Candidate-353,John Smith
JOB-354,Data Scientist,Marketing,Sydney,2023-03-02,2023-03-27,36,4,4,3,12231.71,Company Website,Filled,Candidate-354,Jane Doe
JOB-355,Sales Executive,HR,London,2024-09-18,,185,9,7,7,2581.12,Company Website,Filled,Candidate-355,Chris Lee
JOB-356,Software Engineer,Engineering,London,2024-11-01,2025-01-12,200,37,36,14,14690.54,Referral,Filled,Candidate-356,Morgan Brown
JOB-357,Sales Executive,Marketing,Sydney,2024-09-25,,179,16,15,11,10291.95,Company Website,Filled,Candidate-357,Jane Doe
JOB-358,Sales Executive,Sales,New York,2023-01-12,2023-02-06,139,16,15,5,2048.11,Company Website,Filled,Candidate-358,Alex Johnson
JOB-359,Data Scientist,Product,London,2023-02-21,2023-05-07,174,25,12,3,2103.63,Company Website,Filled,Candidate-359,Morgan Brown
JOB-360,HR Manager,Engineering,Berlin,2024-04-02,2024-06-09,200,2,0,0,0.0,Company Website,Open,,Morgan Brown
JOB-361,Sales Executive,Engineering,New York,2024-09-10,2024-12-05,87,17,17,6,10164.34,Company Website,Filled,Candidate-361,Alex Johnson
JOB-362,Product Manager,Engineering,San Francisco,2024-04-10,2024-07-03,163,31,23,22,7335.45,LinkedIn,Filled,Candidate-362,Taylor Davis
JOB-363,Data Scientist,Engineering,London,2023-12-30,2024-02-10,150,17,11,11,2488.51,Job Board,Filled,Candidate-363,Chris Lee
JOB-364,Data Scientist,Marketing,Sydney,2024-02-24,,166,13,3,0,0.0,Company Website,Open,,Chris Lee
JOB-365,Data Scientist,Marketing,London,2023-04-21,2023-05-01,172,8,7,7,10218.39,Recruiter,Filled,Candidate-365,Jane Doe
JOB-366,HR Manager,Engineering,Tokyo,2023-02-19,2023-04-20,159,16,16,5,10685.45,Job Board,Filled,Candidate-366,Taylor Davis
JOB-367,Data Scientist,Engineering,Berlin,2024-11-04,2024-12-20,139,13,6,4,13822.74,Job Board,Filled,Candidate-367,Alex Johnson
JOB-368,HR Manager,Product,London,2024-04-08,2024-04-30,115,20,16,9,12803.04,Recruiter,Filled,Candidate-368,Alex Johnson
JOB-369,Marketing Manager,Marketing,Tokyo,2024-10-09,2024-11-09,169,19,11,10,2857.4,Job Board,Filled,Candidate-369,Morgan Brown
JOB-370,Sales Executive,Marketing,Sydney,2023-11-27,2024-01-16,153,16,13,10,11470.16,Recruiter,Filled,Candidate-370,Alex Johnson
JOB-371,HR Manager,Engineering,Tokyo,2023-04-20,,47,1,0,0,0.0,Referral,Open,,Alex Johnson
JOB-372,Marketing Manager,Product,San Francisco,2023-03-05,2023-04-16,62,9,0,0,0.0,Company Website,Open,,Morgan Brown
JOB-373,Marketing Manager,Marketing,Tokyo,2023-08-18,2023-11-02,109,8,8,4,10701.11,LinkedIn,Filled,Candidate-373,Chris Lee
JOB-374,HR Manager,HR,Sydney,2023-11-17,2023-11-28,13,2,0,0,0.0,Job Board,Filled,,Taylor Davis
JOB-375,Marketing Manager,Marketing,London,2024-08-25,2024-11-15,60,12,3,2,7283.41,LinkedIn,Filled,Candidate-375,Jane Doe
JOB-376,Data Scientist,Marketing,Tokyo,2023-05-03,2023-07-01,81,9,2,0,0.0,Recruiter,Closed,,John Smith
JOB-377,Product Manager,HR,Sydney,2023-06-08,,92,2,2,2,12803.96,Referral,Filled,Candidate-377,Chris Lee
JOB-378,Sales Executive,Sales,London,2023-03-16,2023-04-30,144,8,2,2,1954.47,Recruiter,Filled,Candidate-378,Jane Doe
JOB-379,HR Manager,Sales,Tokyo,2024-02-18,,66,4,2,1,6051.17,Job Board,Filled,Candidate-379,Morgan Brown
JOB-380,Sales Executive,HR,Tokyo,2024-10-26,,181,23,14,3,13662.95,Recruiter,Filled,Candidate-380,Morgan Brown
JOB-381,Data Scientist,Engineering,Sydney,2023-11-25,2023-12-14,108,9,8,4,1345.88,Recruiter,Filled,Candidate-381,Alex Johnson
JOB-382,Sales Executive,Sales,Berlin,2024-05-13,,176,13,5,4,2152.84,LinkedIn,Filled,Candidate-382,Jane Doe
JOB-383,Sales Executive,Sales,New York,2024-10-03,,181,14,13,10,6938.93,LinkedIn,Filled,Candidate-383,Jane Doe
JOB-384,Sales Executive,Marketing,Sydney,2024-03-21,2024-04-04,185,10,0,0,0.0,Referral,Open,,John Smith
JOB-385,Software Engineer,Engineering,San Francisco,2023-09-15,2023-12-02,68,5,3,3,7315.76,Company Website,Filled,Candidate-385,Chris Lee
JOB-386,Product Manager,Engineering,Berlin,2024-11-20,,11,1,0,0,0.0,Referral,Filled,,John Smith
JOB-387,Product Manager,Marketing,London,2024-09-13,,122,13,6,6,10250.12,Company Website,Filled,Candidate-387,Jane Doe
JOB-388,Sales Executive,Data,San Francisco,2024-02-05,2024-04-19,85,5,2,2,13417.69,Referral,Filled,Candidate-388,John Smith
JOB-389,Sales Executive,Sales,San Francisco,2023-05-07,,156,20,12,8,8665.36,LinkedIn,Filled,Candidate-389,Alex Johnson
JOB-390,Data Scientist,Marketing,Sydney,2023-12-19,2024-03-15,141,5,1,0,0.0,Job Board,Filled,,Alex Johnson
JOB-391,Data Scientist,Engineering,San Francisco,2024-11-18,2024-11-29,150,15,2,1,10403.59,Referral,Filled,Candidate-391,John Smith
